years_in_business,applicant_age,monthly_salary,existing_loans,loan_amount_requested,collateral_value,approved_status,approved_amount
2,46,13457,4,135333.060054022,177632.40000000002,0,0.0
13,26,2876,2,26392.12064635656,56944.799999999996,1,19028.718986023076
14,60,4220,0,46024.87902489351,86088.0,1,36727.85346186502
9,29,8841,1,87973.61455335656,153833.4,1,64044.79139484357
16,37,9722,3,92527.28322772143,209995.2,1,65416.78924199904
9,60,11169,1,127081.37880904066,194340.6,1,92515.2437729816
17,52,4769,1,41023.699884338464,105871.8,1,32162.58070932135
3,37,9666,0,110570.28660614499,133390.8,0,0.0
5,62,6831,4,78838.27663521367,102465.0,0,0.0
12,24,5160,2,35138.26175788899,99072.0,1,25088.718895132737
5,40,12696,0,101178.34575407956,190440.0,1,74366.08412924847
14,63,10175,1,61606.76113676589,207570.0,1,47005.95874735237
17,34,3877,1,32239.845556434084,86069.40000000001,1,25276.03891624432
5,34,6399,1,66013.68490489907,95985.0,0,0.0
13,27,3152,4,25655.499736964728,62409.6,0,0.0
15,60,9723,3,102525.36991075777,204183.0,1,71767.75893753042
17,44,10219,2,62383.678061908904,226861.80000000002,1,46725.374868369756
10,62,12546,3,112884.22184624524,225828.0,1,75068.00752775309
16,27,12418,2,131709.08840039975,268228.8,1,97728.14359309658
16,25,8833,1,57524.15947942885,190792.80000000002,1,44696.271915516205
17,60,7767,3,92963.0910692976,172427.4,1,66375.6470234785
7,56,8246,0,79034.65352074776,133585.2,1,59196.95548704007
11,56,3597,0,42544.643442795146,66904.2,1,33057.18795505183
14,38,11135,2,87895.06484523568,227154.0,1,63987.60720733157
12,59,10248,1,93425.58114439149,196761.6,1,69975.76027714922
9,63,14473,2,130560.95061324662,251830.19999999998,1,90478.73877497991
7,63,10466,3,63934.533137055056,169549.2,0,0.0
14,63,2492,2,23261.899513843236,50836.799999999996,1,16934.662846077874
16,46,4996,2,41892.427838271564,107913.6,1,31084.181455997496
10,50,4297,4,48000.87095876979,77346.0,0,0.0
5,27,14326,0,124966.60494110425,214890.0,1,91850.45463171162
19,35,2923,2,30030.249637833524,68398.2,1,22913.080473666974
7,48,6985,2,64686.93250618907,113157.00000000001,0,0.0
8,56,11347,0,71415.9691811449,190629.59999999998,1,53990.472700945546
10,27,9357,3,87804.94049160085,168426.0,1,58390.28542691457
3,29,9948,3,60445.57643145483,137282.4,0,0.0
14,51,3968,2,47148.313000856964,80947.2,1,34323.97186462387
3,49,13572,1,104240.65778578214,187293.59999999998,0,0.0
15,48,3471,2,35291.21271384398,72891.0,1,25939.041344675323
10,54,10427,0,116540.69051709225,187686.0,1,89736.33169816104
7,47,13676,0,157289.40402645705,221551.2,1,117809.76361581634
19,37,7491,3,86956.80876321554,175289.4,1,63304.55677962091
10,35,11670,1,94555.96745793913,210060.0,1,69498.63608158525
14,45,12218,0,82094.93462231183,249247.19999999998,1,65511.757828604845
8,52,6815,1,75520.29118032663,114492.0,0,0.0
1,22,7631,3,71949.67786858712,96150.6,0,0.0
6,41,5038,4,32329.268697743966,78592.8,0,0.0
15,53,14711,4,104429.96714479364,308931.0,1,69445.92815128776
5,43,12896,2,97905.43575428589,193440.0,1,65107.114776600116
14,45,5975,1,40698.23042345386,121890.0,1,31052.7498130953
9,56,3712,3,42706.261912833805,64588.799999999996,0,0.0
6,23,10966,2,131535.6670707398,171069.6,0,0.0
1,27,5757,4,34990.91879720571,72538.2,0,0.0
19,22,5115,1,53356.13448526925,119691.0,1,42578.19531924486
15,58,5601,2,51894.93951002484,117621.0,1,38142.78053986825
2,52,11847,1,132274.16773690644,156380.40000000002,0,0.0
19,22,4600,3,53882.915422317776,107640.0,1,39226.762427447335
17,53,8760,1,72827.51742825155,194472.0,1,57096.773663749205
11,46,5295,3,56399.384716448396,98487.0,0,0.0
18,63,8419,2,87041.39304932613,191953.19999999998,1,65803.29314529053
14,23,9446,3,111047.78667533126,192698.4,1,76956.11616600458
19,62,8248,1,84401.97312754973,193003.19999999998,1,67352.77455578468
9,48,9468,1,85040.64563914022,164743.19999999998,1,61909.59002529408
11,27,5679,4,55826.54666393403,105629.40000000001,0,0.0
11,38,4460,2,46968.52185619548,82956.0,0,0.0
4,25,6865,0,72791.62844226444,98856.0,0,0.0
18,59,9783,1,104451.09735310296,223052.4,1,82620.81800630443
12,37,7801,0,52986.45500095243,149779.2,1,41541.38072074671
9,63,8432,4,57479.9966136514,146716.8,0,0.0
5,41,9930,2,101523.44021542641,148950.0,0,0.0
1,57,14835,1,104244.01920106352,186921.0,0,0.0
9,52,13922,1,107246.03243925575,242242.8,1,78075.1116157782
7,50,7862,0,90761.80686681728,127364.40000000001,1,67980.59334324613
1,22,3957,1,31010.345018953867,49858.200000000004,0,0.0
17,64,9867,2,107046.79465029399,219047.40000000002,1,80178.04919307018
3,41,5322,0,36857.940245919366,73443.59999999999,0,0.0
1,63,7890,4,87467.4205401123,99414.0,0,0.0
13,48,9786,4,74062.3927365289,193762.8,1,48214.61767148031
12,24,12638,1,77736.45012443235,242649.6,1,58224.60114319983
17,53,6554,2,74028.75623099603,145498.80000000002,1,55447.53841701602
8,38,3742,0,40592.049189499194,62865.6,0,0.0
15,28,14676,1,140018.3863781719,308196.0,1,107814.15751119234
17,39,11508,2,81959.6745065931,255477.6,1,61387.796205438215
2,62,8136,0,77968.388584042,107395.20000000001,0,0.0
10,26,10422,2,122073.23226384677,187596.0,1,85451.26258469274
1,24,3611,3,33571.233391980546,45498.6,0,0.0
13,36,9655,3,72729.71033776476,191169.0,1,49892.581291706614
12,33,4336,0,48334.03139991136,83251.20000000001,1,37893.88061753051
15,55,13442,2,145782.70972730307,282282.0,1,107150.29164956772
10,24,12588,3,120584.51806227563,226584.0,1,80188.70451141329
2,29,2876,1,22669.16948906076,37963.200000000004,0,0.0
15,64,14102,3,157567.29287430338,296142.0,1,110297.10501201235
10,23,10001,1,82819.0484525336,180018.0,1,60872.000612612195
2,40,11148,1,116564.47951120335,147153.6,0,0.0
13,58,3868,3,42689.580982354906,76586.4,0,0.0
10,53,3740,0,36186.68905496081,67320.0,1,27863.750572319823
17,44,12233,3,103675.01988040705,271572.60000000003,1,74023.96419461064
16,38,12251,0,136480.72456614647,264621.60000000003,1,110822.34834771093
15,57,2762,1,21980.189200480272,58002.0,1,16924.745684369806
12,36,11700,2,125405.36955330122,224640.0,1,89539.43386105707
9,47,14609,4,138132.8748650757,254196.6,1,86056.78104094217
12,26,10410,4,111556.80918803795,199872.0,1,71842.58511709645
12,49,12848,0,118554.10729474195,246681.6,1,92946.4201190777
19,63,8845,3,61564.72345079578,206973.0,1,44819.11867217932
17,46,11179,1,122574.39946128873,248173.80000000002,1,96098.32917765035
16,64,12038,3,128195.45613928547,260020.80000000002,1,90634.1874904748
10,64,2243,4,26851.329639436655,40374.0,0,0.0
10,35,7761,1,57853.69150886762,139698.0,1,42522.4632590177
2,36,3178,3,35676.92114041604,41949.600000000006,0,0.0
1,37,13775,1,128797.27467184806,173565.0,0,0.0
16,43,8058,4,61641.87915592161,174052.80000000002,1,41423.342792779324
10,62,3603,1,23815.95230893682,64854.0,1,17504.724947068564
15,40,11423,0,87467.53490805201,239883.0,1,70411.36560098187
15,35,11730,2,129784.55616209102,246330.0,1,95391.64877913687
6,56,13129,3,110064.39976587883,204812.4,1,70111.0226508648
17,48,11178,3,123490.3420973357,248151.6,1,88172.10425749769
13,35,7615,3,66801.02337547354,150777.0,1,45825.502035574835
1,51,14738,4,104129.4993428791,185698.80000000002,0,0.0
18,23,12410,1,83701.73313971728,282948.0,1,66208.07091351636
2,39,3324,1,30938.98258452908,43876.8,0,0.0
3,35,3843,3,37154.19883327784,53033.399999999994,0,0.0
11,60,10646,3,122934.86316826438,198015.6,1,82612.22804907367
1,30,9730,4,98536.60247813551,122598.0,0,0.0
6,43,10037,3,96096.70296148291,156577.2,0,0.0
16,33,10214,1,96557.85676044847,220622.4,1,75025.45470286845
15,32,10944,1,112651.23638253144,229824.0,1,86741.4520145492
9,29,8764,4,96709.04612303889,152493.6,0,0.0
12,53,6196,0,45019.463067619734,118963.20000000001,1,35295.259045013874
10,58,8145,1,51606.022790514726,146610.0,1,37930.426751028324
7,44,4703,3,36073.622119798456,76188.6,0,0.0
10,59,9880,3,109831.56324012959,177840.0,1,73037.98955468617
7,63,12954,0,103766.67477221596,209854.80000000002,1,77721.23940438977
6,43,4221,2,30136.15426512104,65847.6,0,0.0
13,47,5199,4,44386.54107880694,102940.2,1,28895.638242303314
11,28,4526,1,50204.89121506743,84183.6,1,37252.02928158003
8,50,13897,3,155597.07608697898,233469.59999999998,1,101293.6965326233
5,57,6147,2,73531.47111999651,92205.0,0,0.0
3,53,13658,1,107619.50323148855,188480.4,0,0.0
4,40,11534,0,97838.30123786726,166089.6,1,71226.28330116736
4,33,14103,3,93149.23864403563,203083.19999999998,0,0.0
9,62,3281,3,38840.696548617634,57089.4,0,0.0
1,59,12147,2,144662.1528848544,153052.2,0,0.0
15,47,10579,4,88049.59179643371,222159.0,1,58552.978544628415
13,52,3050,2,25255.10698940683,60390.0,1,18208.93213936232
5,62,3612,2,35453.25048678336,54180.0,0,0.0
18,34,13267,1,86956.87808017228,302487.6,1,68782.89056141625
5,24,3245,2,23119.17165659408,48675.0,0,0.0
11,50,12897,4,139656.18882295227,239884.2,1,88960.99228022061
3,53,4346,4,44252.46447598975,59974.799999999996,0,0.0
4,49,11742,2,125693.87039374655,169084.8,0,0.0
7,33,14369,1,113415.92064611032,232777.80000000002,1,80978.96734132277
4,41,12652,0,131331.50976477718,182188.8,1,95609.33910875778
3,26,8230,1,70392.49905260572,113573.99999999999,0,0.0
10,51,2099,2,21320.995594783617,37782.0,0,0.0
11,61,14144,0,165146.2240004824,263078.4,1,128318.61604837484
18,58,3089,1,29236.670931291785,70429.2,1,23126.2067066518
1,32,9058,1,100995.76807316029,114130.8,0,0.0
9,28,3590,4,23532.164820280424,62466.0,0,0.0
17,24,8262,2,84483.53990959625,183416.40000000002,1,63278.17139228757
12,58,4519,2,42693.74260414737,86764.8,1,30483.33221936122
1,46,2190,0,19458.190245990034,27594.0,0,0.0
7,58,14986,3,103426.24320550347,242773.2,1,66606.50062434423
14,41,12699,4,90193.2178437526,259059.6,1,59347.13734118922
9,48,2149,0,14115.675031972552,37392.6,0,0.0
12,64,3635,3,26972.869293717682,69792.0,0,0.0
8,29,4914,0,52997.65062711167,82555.2,0,0.0
7,41,8594,2,78538.50486243474,139222.80000000002,0,0.0
14,42,10003,3,86202.53700075627,204061.19999999998,1,59738.3581415241
2,58,6468,2,47373.69410703318,85377.6,0,0.0
2,56,9850,4,63087.07089631391,130020.00000000001,0,0.0
17,30,11140,0,105401.34519270455,247308.0,1,86323.70171282502
10,44,13425,4,131703.4718624663,241650.0,1,82973.18727335377
5,52,12891,4,135542.53908421198,193365.0,0,0.0
1,51,9651,2,66998.95053750202,121602.6,0,0.0
5,46,2550,3,24022.429594048677,38250.0,0,0.0
4,51,12368,0,74709.19349322423,178099.19999999998,1,54388.29286306724
12,26,6101,0,62635.59028196215,117139.20000000001,1,49106.30278105832
14,47,8860,4,60458.90967867848,180744.0,1,39781.962568570445
11,26,2099,2,14050.268488088612,39041.4,0,0.0
4,38,3591,4,30525.079904983595,51710.4,0,0.0
9,35,13157,3,104638.06920006197,228931.8,1,68851.84953364078
3,45,4399,4,37282.176840417545,60706.2,0,0.0
3,43,13439,1,85388.12768443527,185458.19999999998,1,58576.25559152259
3,22,6507,2,69538.13332614892,89796.59999999999,0,0.0
7,61,3992,3,40028.9667008543,64670.4,0,0.0
1,50,8318,0,85166.7963370476,104806.8,0,0.0
13,36,8300,0,61595.42947193895,164340.0,1,48721.9847123037
4,52,2344,0,23427.685663304088,33753.6,0,0.0
12,58,4233,3,41253.75189099076,81273.6,0,0.0
8,58,2893,0,30553.303463031814,48602.399999999994,0,0.0
19,62,3560,2,33694.77613866251,83304.0,1,25709.114193799494
6,44,7668,3,50590.71752857402,119620.8,0,0.0
10,51,11968,3,101418.1556209948,215424.0,1,67443.07348796155
13,46,8583,0,60157.121917965036,169943.4,1,47584.28343711033
3,24,10315,3,74379.41484125977,142347.0,0,0.0
9,47,3282,4,21887.85878178455,57106.799999999996,0,0.0
10,35,3286,1,20178.57140449783,59148.0,1,14831.249982305904
13,46,3512,4,34227.78047933242,69537.59999999999,0,0.0
16,63,3734,3,23979.396778824248,80654.40000000001,1,16953.433522628737
8,60,13442,1,105258.60305705921,225825.59999999998,1,75891.45280413968
11,38,10484,3,74118.93943831237,195002.4,1,49807.92730254592
2,45,10550,0,93432.78020243284,139260.0,0,0.0
19,35,14779,3,126765.10625491927,345828.6,1,92284.99735358123
2,48,6622,0,78576.14589503403,87410.40000000001,0,0.0
6,38,10154,2,87712.75338693663,158402.4,0,0.0
16,32,12243,4,102674.39665261806,264448.8,1,68997.19455055933
16,35,3434,0,37593.63971621642,74174.40000000001,1,30526.03544956773
7,33,6305,4,74473.93685960153,102141.0,0,0.0
11,28,3032,0,33557.48275582371,56395.200000000004,1,26074.16410127502
16,58,5480,2,37627.492683233,118368.0,1,27919.599570958882
6,54,4130,0,46121.63964033121,64428.0,0,0.0
5,38,11229,0,83858.75749982898,168435.0,1,61636.1867623743
9,39,6029,1,48859.8081865735,104904.59999999999,1,35569.94035982551
3,58,13534,4,159557.0060740957,186769.19999999998,0,0.0
8,25,12298,3,101358.38745549484,206606.4,1,65984.31023352714
8,56,2975,2,28580.27115033685,49980.0,0,0.0
17,38,4486,0,53727.44049942576,99589.20000000001,1,44002.773769029685
6,37,6758,2,76180.03991529052,105424.8,0,0.0
12,24,12349,1,84139.14132056532,237100.80000000002,1,63020.216849103424
6,40,11656,1,78161.7516818807,181833.6,1,55260.35843908966
15,40,3402,0,36616.400893838305,71442.0,1,29476.20271953983
11,27,7472,3,81514.88443103126,138979.2,1,54778.00233765301
10,40,11586,3,79911.51331651551,208548.0,1,53141.15635548282
2,35,14424,3,117827.97339340264,190396.80000000002,0,0.0
6,44,9261,3,76627.74239659127,144471.6,0,0.0
19,34,13780,4,139556.1575577808,322452.0,1,96712.41718754209
17,62,3849,2,26677.371371787085,85447.8,1,19981.351157468525
9,50,4475,4,31404.38415590954,77865.0,0,0.0
2,32,4307,2,33393.31115258158,56852.4,0,0.0
4,30,3666,1,43064.95864325419,52790.4,0,0.0
9,24,9732,1,89974.89919037955,169336.8,1,65501.72661059631
8,49,9704,3,77863.75611600562,163027.19999999998,0,0.0
4,31,6728,1,72317.49627125701,96883.2,0,0.0
1,50,11648,2,85316.58029383258,146764.80000000002,0,0.0
11,40,4852,4,48702.5868576049,90247.2,0,0.0
11,25,4743,2,51342.69935001958,88219.8,0,0.0
7,61,8152,4,76405.07008683195,132062.4,0,0.0
18,37,3770,4,34828.18875443275,85956.0,1,23892.13748554086
8,46,8423,3,56837.54775738167,141506.4,0,0.0
15,56,10625,1,102341.36079979615,223125.0,1,78802.84781584301
10,59,7557,1,63205.59496721108,136026.0,1,46456.11230090014
14,35,11985,0,106275.30437251087,244494.0,1,84807.69288926368
2,27,11159,4,98071.34465252502,147298.80000000002,0,0.0
10,34,13700,0,131582.08347062994,246600.0,1,101318.20427238505
19,42,14572,1,134483.527533433,340984.8,1,107317.85497167951
15,30,12689,2,95096.27853164391,266469.0,1,69895.76472075826
2,24,2754,2,30321.097508694034,36352.8,0,0.0
17,42,10507,3,108889.03803660968,233255.40000000002,1,77746.7731581393
3,26,2521,3,17668.745251177595,34789.799999999996,0,0.0
4,25,7038,1,46187.58170571615,101347.2,0,0.0
5,26,12736,4,96692.91891522314,191040.0,0,0.0
12,24,11166,4,113327.48073339778,214387.2,1,72982.89759230819
19,41,11537,2,122106.23735509606,269965.8,1,93167.05910193827
12,31,11727,2,126469.74203295569,225158.40000000002,1,90299.39581153037
5,58,9836,1,65519.9532217254,147540.0,0,0.0
15,25,10719,4,105745.5198971513,225099.0,1,70320.7707316056
18,56,4100,2,42247.471622121244,93480.0,1,31939.088546323652
19,39,7010,0,43774.96057963768,164034.0,1,36464.54216283818
3,36,10609,4,92101.6789459214,146404.19999999998,0,0.0
2,23,14833,3,160203.61878621252,195795.6,0,0.0
11,57,6651,4,76699.1634435866,123708.6,0,0.0
14,44,5352,2,38015.05077572963,109180.8,1,27674.95696473117
5,27,9567,4,96073.35010855437,143505.0,0,0.0
13,30,11144,0,84709.0388610013,220651.19999999998,1,67004.84973905202
8,46,8638,1,93319.84021978773,145118.4,1,67283.60479846694
6,62,2345,4,21864.49024895515,36582.0,0,0.0
12,57,12652,4,86059.38303999107,242918.40000000002,1,55422.24267775425
7,38,6673,3,55266.28117727081,108102.6,0,0.0
11,47,3564,0,30608.607355326847,66290.40000000001,1,23782.887915088962
8,31,9836,4,77414.68866404798,165244.8,0,0.0
9,27,4005,4,29004.7112172346,69687.0,0,0.0
4,45,4190,2,34942.37661088652,60336.0,0,0.0
5,64,6267,2,56323.77547288761,94005.0,0,0.0
4,57,10381,1,83290.07211856332,149486.4,0,0.0
12,61,6113,2,68135.30201234254,117369.6,1,48648.605636812565
18,37,7798,4,60297.94260012126,177794.4,1,41364.38862368318
15,62,4805,1,33168.97707461997,100905.0,1,25540.112347457372
8,33,14180,3,127638.12982067274,238223.99999999997,1,83092.42251325794
11,30,10765,1,128790.15279838318,200229.0,1,95562.29337640031
14,23,8896,3,55797.28135631344,181478.4,1,38667.515979925214
7,43,6493,4,49672.80587588825,105186.6,0,0.0
16,38,12427,1,91093.60062495443,268423.2,1,70779.72768558958
8,28,9658,1,88381.42701259458,162254.4,1,63723.00887608068
11,41,9508,4,67162.05306283111,176848.80000000002,1,42782.22780102342
1,57,10001,0,85959.31738618122,126012.6,0,0.0
17,38,3158,4,33590.51984760413,70107.6,1,22807.962976523202
7,55,10619,0,106451.6375293412,172027.80000000002,1,79732.27650947656
18,31,6041,4,69557.11834412685,137734.8,1,47716.183184071015
12,31,9925,4,108189.54370639462,190560.0,1,69674.06614691815
5,37,6077,4,68619.3630446924,91155.0,0,0.0
6,60,9734,3,74344.53343136715,151850.4,0,0.0
2,38,10392,4,68459.09984631768,137174.40000000002,0,0.0
12,42,4080,3,33107.228324618074,78336.0,1,22479.808032415673
11,64,10977,3,92848.66138734948,204172.2,1,62394.30045229885
4,42,5760,0,63527.972084804635,82944.0,0,0.0
7,51,6804,0,77615.12916703538,110224.8,0,0.0
5,22,7017,4,80410.3743911168,105255.0,0,0.0
11,63,6206,3,38179.129722241305,115431.6,1,25656.375173346158
16,32,4378,0,32653.368586028017,94564.8,1,26514.535291854747
10,52,6409,2,59549.537435390506,115362.0,1,41684.67620477335
9,48,2630,2,24492.263951966517,45762.0,0,0.0
6,39,4566,3,54369.73987759307,71229.6,0,0.0
13,22,13671,2,138750.04782257625,270685.8,1,100038.78448007745
4,63,11898,4,139989.49338641902,171331.19999999998,0,0.0
11,53,2563,2,28760.51955816297,47671.8,0,0.0
11,64,12365,2,129670.71568177665,229989.0,1,91677.19598701608
16,28,4090,2,35508.88981190015,88344.0,1,26347.59624042991
19,30,2252,4,18891.847886978197,52696.799999999996,1,13092.05058567589
6,47,5791,1,35337.8853268741,90339.6,0,0.0
17,54,10958,0,94675.36782767216,243267.6,1,77539.1262508635
18,34,5289,1,42570.13427318028,120589.2,1,33672.976210085595
4,28,8161,4,54592.66439081746,117518.4,0,0.0
18,57,4192,3,34128.96013457878,95577.59999999999,1,24606.980257031297
11,61,2064,3,19075.84818446222,38390.4,0,0.0
12,45,3986,1,32875.51413510711,76531.2,1,24623.760087195224
10,35,9785,1,89636.04276726,176130.0,1,65882.4914339361
3,30,7039,0,64158.271888128875,97138.2,0,0.0
15,42,4484,3,37204.429843376965,94164.0,1,26043.100890363872
18,26,6980,3,78230.64629645496,159144.0,1,56404.29597974401
16,28,7598,4,68891.06798271571,164116.80000000002,1,46294.797684384954
7,24,8331,3,93993.5481270911,134962.2,0,0.0
11,45,10096,1,110308.4806724342,187785.6,1,81848.89265894618
10,46,12241,1,99983.03939989231,220338.0,1,73487.53395892085
9,38,14680,2,132389.45242861216,255432.0,1,91745.89053302823
18,32,8342,1,51303.256190130094,190197.59999999998,1,40580.8756463929
13,61,7956,2,75933.46934428619,157528.8,1,54748.03139723033
10,47,13957,3,137585.72845394653,251226.0,1,91494.50942187445
12,23,2549,4,19739.074507828183,48940.8,0,0.0
13,51,5205,2,62427.09243687176,103059.0,1,45009.93364698452
5,51,3631,4,40702.84582269728,54465.0,0,0.0
12,32,3188,4,21325.76411124842,61209.600000000006,0,0.0
4,24,6540,2,72387.84453619432,94176.0,0,0.0
3,59,4951,2,51080.5629186285,68323.79999999999,0,0.0
14,50,8230,3,86120.65538753661,167892.0,1,59681.614183562866
3,25,10889,4,105435.02205184626,150268.19999999998,0,0.0
2,53,2293,4,27166.099195383093,30267.600000000002,0,0.0
8,37,5388,0,63765.15585277982,90518.4,0,0.0
7,43,10073,3,89755.65209162499,163182.6,0,0.0
2,39,11335,3,123145.1485529568,149622.0,0,0.0
18,32,11689,2,117331.86509103002,266509.2,1,88702.89000881868
17,56,7756,1,63156.081961447504,172183.2,1,49514.36825777483
14,41,9691,1,71382.2083331354,197696.4,1,54464.62495818231
12,29,12548,3,85329.95672961029,240921.6,1,57939.04061940539
18,63,14043,4,85908.54205269304,320180.39999999997,1,58933.25984814742
17,36,8827,4,76467.30793664174,195959.40000000002,1,51921.30208897974
16,39,10212,4,88503.11290166828,220579.2,1,59474.091869921074
10,30,11079,0,75609.76503273177,199422.0,1,58219.51907520346
4,27,8863,1,71126.01759737155,127627.2,0,0.0
2,36,3465,4,40383.09670470262,45738.00000000001,0,0.0
5,42,14054,4,155318.18237886555,210810.0,0,0.0
14,34,6205,3,41864.88856395737,126582.0,1,29012.367774822458
10,27,7903,3,67809.01866543587,142254.0,1,45092.99741251486
8,24,2909,1,30531.07218760206,48871.2,0,0.0
1,26,2706,4,24665.340128893156,34095.6,0,0.0
9,52,6667,2,72948.25172921235,116005.8,0,0.0
5,59,7821,1,80739.8600639538,117315.0,0,0.0
9,39,6951,4,60624.060000716294,120947.4,0,0.0
9,51,11998,2,118645.38541027332,208765.19999999998,1,82221.2520893194
18,51,10769,2,66031.38608156538,245533.19999999998,1,49919.72787766341
5,62,3839,1,45488.53974843645,57585.0,0,0.0
16,29,4830,3,29608.02923112896,104328.0,1,20932.876666408167
2,64,14534,0,144364.98224347926,191848.80000000002,0,0.0
4,37,9417,2,89326.88207927001,135604.8,0,0.0
18,33,6061,1,40693.55511047911,138190.8,1,32188.60209238897
5,45,14058,0,160722.48793294004,210870.0,1,118131.02863071092
8,38,10769,4,127736.56362177175,180919.19999999998,0,0.0
12,30,6912,4,72301.12923945204,132710.4,1,46561.92723020712
14,56,13341,2,98763.1918652555,272156.39999999997,1,71899.60367790601
17,49,2366,1,14399.87428380217,52525.200000000004,1,11289.5014385009
12,40,13372,0,157403.21436660909,256742.40000000002,1,123404.12006342152
2,64,12506,3,114377.00294893193,165079.2,0,0.0
4,44,13198,4,145353.4710854941,190051.19999999998,0,0.0
11,37,12245,4,133586.63670924853,227757.0,1,85094.68758379132
12,49,7660,2,86725.31706669326,147072.0,1,61921.87638561898
19,33,9083,0,65313.27186458699,212542.19999999998,1,54405.95546320095
2,42,4181,3,34857.06209688719,55189.200000000004,0,0.0
10,52,3752,3,26972.282204727977,67536.0,0,0.0
10,52,11920,2,121088.09389738934,214560.0,1,84761.66572817253
2,47,9392,4,90629.74412449084,123974.40000000001,0,0.0
19,63,6146,0,48928.14773658233,143816.4,1,40757.14706457307
4,34,14717,3,98658.8061758911,211924.8,0,0.0
18,40,6559,4,48484.89367072078,149545.19999999998,1,33260.63705811445
18,39,5489,0,51268.38222768097,125149.2,1,42347.68372006448
14,57,9443,4,102664.4894126939,192637.19999999998,1,67553.2340335526
13,62,7253,0,52321.33785410046,143609.4,1,41386.17824259345
15,57,14518,2,163745.74481065798,304878.0,1,120353.12243583359
15,48,5307,2,42004.35063632464,111447.0,1,30873.197717698604
4,25,6648,3,75344.74386603036,95731.2,0,0.0
15,51,11546,3,88743.36394023578,242466.0,1,62120.354758165035
14,44,8827,1,86162.19741303044,180070.8,1,65741.75662614223
7,25,2000,3,16421.272758937142,32400.000000000004,0,0.0
17,40,3941,4,44867.31788566143,87490.2,1,30464.90884436411
9,31,4039,2,26315.240161529277,70278.59999999999,0,0.0
4,40,7379,0,76259.67396213012,106257.59999999999,0,0.0
18,55,3776,4,33658.831944279606,86092.8,1,23089.958713775806
13,62,11255,4,102702.71381254318,222849.0,1,66859.4666919656
15,50,13239,2,118443.92362625866,278019.0,1,87056.2838653001
4,58,5763,3,53304.017033458535,82987.2,0,0.0
18,23,2334,4,19997.701523444473,53215.2,1,13718.423245082908
10,48,4654,2,36753.96574651919,83772.0,0,0.0
7,30,6217,3,64399.95253013754,100715.40000000001,0,0.0
6,26,5063,1,53433.28504786591,78982.8,0,0.0
13,50,5312,4,60547.59556258559,105177.59999999999,0,0.0
18,50,5994,2,50998.74101927806,136663.19999999998,1,38555.048210574205
9,64,13434,2,157335.47685468366,233751.6,1,109033.48546029578
11,62,10549,1,111869.44920734633,196211.4,1,83007.13131185099
16,41,14883,2,144511.00200138573,321472.8,1,107227.16348502818
8,34,12559,1,81547.59898064182,210991.19999999998,1,58795.818865042755
5,53,12675,3,148017.61210904093,190125.0,0,0.0
15,49,14288,4,92792.82167715182,300048.0,1,61707.22641530595
2,59,8088,3,73024.67342595756,106761.6,0,0.0
5,46,11893,4,81217.86678225639,178395.0,0,0.0
10,64,11313,1,111844.29951422138,203634.0,1,82205.56014295272
19,32,12653,4,145359.35708357737,296080.2,1,100734.03445891911
14,40,6596,2,45341.21269172157,134558.4,1,33008.402839573304
13,44,12217,3,132989.43599484552,241896.59999999998,1,91230.75309246402
14,38,7454,1,64179.6800723144,152061.6,1,48969.09589517588
4,26,8034,4,72863.82842940396,115689.59999999999,0,0.0
7,51,5383,1,49650.211944019145,87204.6,0,0.0
18,58,9055,1,101249.00110270343,206454.0,1,80087.95987223841
6,59,11804,1,139911.25743584285,184142.4,1,98917.25900714089
15,49,10278,1,112259.74994971977,215838.0,1,86440.0074612842
11,58,10724,4,89339.79541185529,199466.4,1,56909.449677351826
17,49,13600,2,127709.41894359764,301920.0,1,95654.35478875462
10,64,6946,2,54465.51765400032,125028.0,1,38125.86235780022
16,46,13399,4,113985.59098888139,289418.4,1,76598.3171445283
19,31,9523,1,100400.8010599037,222838.19999999998,1,80119.83924580313
11,40,10195,0,119364.33463745705,189627.0,1,92746.08801330414
7,23,6730,1,49060.183307381485,109026.0,0,0.0
14,25,5807,0,66432.21032600748,118462.8,1,53012.90384015397
1,40,13660,3,83780.85368740036,172116.0,0,0.0
17,39,14991,4,152656.12740723768,332800.2,1,103653.51050951438
13,33,14453,0,137462.2554388219,286169.39999999997,1,108732.64405210812
8,42,11363,3,129567.00689869792,190898.4,1,84348.12149105234
19,34,14797,2,157291.45422381695,346249.8,1,120013.3795727723
8,51,9599,1,91731.00238055964,161263.19999999998,1,66138.0527163835
17,29,14411,2,127109.78371815998,319924.2,1,95205.2280049018
5,60,13201,1,131841.47027300805,198015.0,1,92289.02919110563
11,64,5602,4,45781.867227171184,104197.2,0,0.0
14,38,2336,3,17589.43737539532,47654.4,1,12189.480101148956
10,39,5492,1,62432.981135195565,98856.0,1,45888.24113436874
12,63,14791,2,122129.3371391251,283987.2,1,87200.34671733531
3,61,12791,0,140466.04957627883,176515.8,0,0.0
9,36,13250,3,81943.12282511393,230550.0,1,53918.574818924964
11,41,13838,2,155105.6881211682,257386.80000000002,1,109659.72150166592
9,53,4647,1,38318.027424681466,80857.8,0,0.0
1,52,2281,1,23996.34514378489,28740.600000000002,0,0.0
18,47,13691,2,138401.76018534868,312154.8,1,104631.73070012359
